show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,platform
s604,movie,g-force,Hoyt Yeatman IV,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Tyler Jones, Jack Conley",United States,2020-03-15,2009,PG,92 min,"Action-Adventure, Comedy, Family",Four highly trained FBI guinea pigs set out to save the world.,2020.0,3.0,Netflix
s682,movie,forky asks a question: what is a computer?,Bob Peterson,"Tony Hale, Kristen Schaal, James Brinkley, Bob Peterson",United States,2019-12-13,2019,TV-G,6 min,"Animation, Comedy, Family",Trixie explains to Forky what a computer does as they experience the common stresses of technology.,2019.0,12.0,Netflix
s1202,movie,snowglobe,Ron Lagomarsino,"Christina Milian, Erin Karpluk, Hilda Doherty, Jason Schombing, James Kot, Andrew Krivanek",United States,2019-11-12,2007,TV-PG,90 min,"Comedy, Family, Fantasy",Angela finds a snow globe that transports her into a Christmas wonderland.,2019.0,11.0,Netflix
s1372,movie,tinker bell,Bradley Raymond,"Mae Whitman, Kristin Chenoweth, Raven-Symoné , Lucy Liu, America Ferrera, Jane Horrocks",United States,2019-11-12,2008,G,81 min,"Action-Adventure, Animation, Fantasy",The story of Disney's most famous fairy is finally revealed.,2019.0,11.0,Netflix
s1162,movie,return from witch mountain,John Hough,"Bette Davis, Christopher Lee, Kim Richards, Ike Eisenmann, Jack Soo, Anthony James",United States,2019-11-12,1978,G,94 min,"Action-Adventure, Family, Science Fiction",Sinister masterminds manipulate a boy's supernatural powers for their own devious gain.,2019.0,11.0,Netflix
s1388,movie,treasure planet,"John Musker, Ron Clements","Joseph Gordon-Levitt, Brian Murray, Emma Thompson, David Pierce, Martin Short, Dane Davis",United States,2019-11-12,2002,PG,98 min,"Action-Adventure, Animation, Family",Jim Hawkins follow an intergalactic map in search of Captain Flint's trove.,2019.0,11.0,Netflix
s578,movie,elmer elephant,Wilfred Jaxon,"Jeanie Roberts, Pinto Colvig, Hal Rees, Leone Ledoux, Carlisle Tupper, Gay Seabrook",United States,2020-04-03,1936,TV-G,8 min,"Animation, Family",An elephant is ashamed of his trunk until he saves his friend with it. See details for advisory.,2020.0,4.0,Netflix
s1089,movie,moana,"John Musker, Ron Clements","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Nicole Scherzinger, Jemaine Clement",United States,2019-11-12,2016,PG,108 min,"Action-Adventure, Animation, Family",Moana and Maui set sail on a journey across the ocean to save the world.,2019.0,11.0,Netflix
s1236,movie,teen beach movie,Jeffrey Hornaday,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",United States,2019-11-12,2013,TV-G,97 min,"Coming of Age, Fantasy, Musical",McKenzie and her boyfriend Brady catch a wave into a retro coastal musical.,2019.0,11.0,Netflix
s1256,movie,the biscuit eater,Vincent McEveety,"Earl Holliman, Patricia Crowley, Lew Ayres, Godfrey Cambridge, Beah Richards, Clifton James",United States,2019-11-12,1972,G,93 min,"Animals & Nature, Drama, Family",Two young boys try to transform a misfit hound into a champion bird dog. See details for advisory.,2019.0,11.0,Netflix
s228,movie,fantastic four: rise of the silver surfer,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington","United States, Germany, United Kingdom",2021-05-07,2007,PG,93 min,"Action-Adventure, Family, Science Fiction","The Fantastic Four meet The Silver Surfer, who comes to Earth to prepare it for destruction.",2021.0,5.0,Netflix
s367,movie,home alone 3,Raja Gosnell,"Alex D. Linz, Haviland Morris, Olek Krupa",United States,2020-11-13,1997,PG,103 min,"Comedy, Family","A gang of criminals come up against 8 year-old Alex Pruitt, who is home alone with the chicken pox.",2020.0,11.0,Netflix
s805,movie,darby o'gill and the little people,Robert Stevenson,"Albert Sharpe, Janet Munro, Sean Connery, Jimmy O'Dea, Kieron Moore, Estelle Winwood",United States,2019-11-12,1959,G,91 min,"Family, Fantasy, Romance","Seeking a pot of gold, Darby O'Gill must match wits with a leprechaun. See details for advisory.",2019.0,11.0,Netflix
s1330,movie,the rookie,John Hancock,"Dennis Quaid, Rachel Griffiths, Jay Hernandez, Beth Grant, Angus Jones, Brian Cox",United States,2019-11-12,2002,G,129 min,"Biographical, Family, Sports",A high school baseball coach gets a second chance as a big-league pitcher.,2019.0,11.0,Netflix
s426,movie,the one and only ivan,Thea Sharrock,"Sam Rockwell, Angelina Jolie, Danny DeVito, Helen Mirren, Brooklynn Prince, Ramón Rodríguez",United States,2020-08-21,2020,PG,95 min,"Drama, Family, Fantasy",An adaptation of the award-winning book about a very special gorilla.,2020.0,8.0,Netflix
s572,movie,dolphin reef,Keith Scholey,Natalie Portman,United States,2020-04-03,2018,G,78 min,"Animals & Nature, Documentary, Family",A playful young dolphin named Echo must master his vital role in the coral reef community.,2020.0,4.0,Netflix
s1139,movie,pluto's christmas tree,Jack Hannah,"Jimmy MacDonald, Pinto Colvig, Clarence Nash, Ruth Clifford, Dessie Miller",United States,2019-11-12,1952,TV-Y7,7 min,"Animation, Family, Kids",Pluto and Mickey bring home a special Christmas Tree. See details for advisory.,2019.0,11.0,Netflix
s1358,movie,the wizards return: alex vs. alex,Victor Gonzalez,"Selena Gomez, Jake T. Austin, Jennifer Stone, Gregg Sulkin, Beau Mirchoff, Maria Canals-Barrera",United States,2019-11-12,2013,TV-G,59 min,"Comedy, Coming of Age, Fantasy",Alex creates a good and evil version of herself.,2019.0,11.0,Netflix
s561,movie,pluto's purchase,Charles Nichols,"Pinto Colvig, James MacDonald",United States,2020-04-17,1948,TV-G,7 min,"Animation, Family",Pluto is in for a surprise when Mickey sends him to buy a salami. See details for advisory.,2020.0,4.0,Netflix
s910,movie,genius,Rod Daniel,"Trevor Morgan, Emmy Rossum, Yannick Bisson, Peter Keleghan, Philip Granger, Charles Fleischer",United States,2019-11-12,1999,TV-G,86 min,"Comedy, Coming of Age",A teen genius juggles the roles of college student and junior high bad boy.,2019.0,11.0,Netflix
s1154,movie,read it and weep,Paul Hoen,"Kay Panabaker, Jason Dolley, Robin Riker, Tom Virtue, Alexandra Krosney, Danielle Panabaker",United States,2019-11-12,2006,TV-G,85 min,"Comedy, Coming of Age, Drama",Jamie's journal accidentally becomes a best-selling book.,2019.0,11.0,Netflix
s1196,movie,skyrunners,Ralph Hemecker,"Kelly Blatz, Joey Pollari, Conrad Coates, Jacqueline Wood, Nathan Stephenson, Kerry Laifatt",United States,2019-11-12,2009,TV-PG,93 min,"Action-Adventure, Science Fiction",Teen brothers discover a UFO near their town…and learn of an alien plot.,2019.0,11.0,Netflix
s761,movie,brave,"Mark Andrews, Brenda Chapman","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd","United States, United Kingdom",2019-11-12,2012,PG,94 min,"Animation, Coming of Age, Family",Princess Merida must undo a beastly curse before it’s too late.,2019.0,11.0,Netflix
s1166,movie,right on track,Duwayne Dunham,"Beverley Mitchell, Brie Larson, Marcus Toji, Jodi Russell, Jon Lindstrom, Ruby O'Neil",United States,2019-11-12,2003,TV-G,88 min,"Buddy, Family, Sports",Two sisters fight for their place in male-dominated junior drag racing.,2019.0,11.0,Netflix
s1200,movie,snow white and the seven dwarfs,David Hand,"Adriana Caselotti, Harry Stockwell, Lucille LaVerne, Moroni Olsen, Billy Gilbert, Pinto Colvig",United States,2019-11-12,1937,G,84 min,"Animation, Family, Fantasy",Discover the movie called “The Greatest Animated Film Of All Time”!,2019.0,11.0,Netflix
s1421,movie,you lucky dog,Paul Schneider,"Kirk Cameron, Chelsea Noble, John de Lancie, Christine Healy, Granville Van Dusen, Christine Cavanaugh",United States,2019-11-12,1998,TV-G,88 min,"Comedy, Fantasy",Jack Morgan discovers a psychic connection between himself and a dog.,2019.0,11.0,Netflix
s248,movie,rio,Carlos Saldanha,"Anne Hathaway, Jesse Eisenberg, will.i.am , Jamie Foxx, George Lopez, Tracy Morgan","United States, Brazil",2021-04-16,2011,G,99 min,"Action-Adventure, Animation, Comedy","Blu, a rare macaw leaves his home in small town Minnesota and heads to Rio to help save his species.",2021.0,4.0,Netflix
s385,movie,pompeii: secrets of the dead,Ben Finney,Maite Jauregui,United States,2020-10-23,2019,TV-PG,45 min,"Documentary, Historical",Forensic experts scan Pompeii’s victims to investigate why they didn’t escape the eruption.,2020.0,10.0,Netflix
s532,movie,john carter,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Samantha Morton, Mark Strong, Ciarán Hinds, Dominic West",United States,2020-05-02,2012,PG-13,134 min,"Action-Adventure, Family, Fantasy",A former military captain is inexplicably transported to Barsoom (Mars).,2020.0,5.0,Netflix
s773,movie,camp rock 2: the final jam,Paul Hoen,"Demi Lovato, Joe Jonas, Nick Jonas, Kevin Jonas, Daniel Fathers, Daniel Kash",United States,2019-11-12,2010,TV-G,101 min,"Coming of Age, Music, Musical","To save Camp Rock, Mitchie challenges Camp Star to a final jam.",2019.0,11.0,Netflix
s1249,movie,the aristocats,Wolfgang Reitherman,"Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers, Paul Winchell, Lord Tim Hudson",United States,2019-11-12,1970,G,81 min,"Action-Adventure, Animation, Comedy",A pedigreed cat and her kittens are catnapped by a greedy butler. See details for advisory.,2019.0,11.0,Netflix
s728,movie,an extremely goofy movie,Douglas McCarthy,"Bill Farmer, Jason Marsden, Jeff Bennett, Jim Cummings, Brad Garrett, Vicki Lewis","United States, Australia",2019-11-12,2000,G,81 min,"Animation, Comedy, Family",Goofy shows up to finish college alongside his son Max.,2019.0,11.0,Netflix
s979,movie,johnny tsunami,Steve Boyum,"Cary-Hiroyuki Tagawa, Brandon Baker, Yuji Okumoto, Mary Keller, Lee Young, Kirsten Storms",United States,2019-11-12,1999,TV-G,92 min,"Coming of Age, Drama, Sports",A teen surfing sensation moves from Hawaii to a tiny Vermont ski town.,2019.0,11.0,Netflix
s1172,movie,roving mars,George Butler,"Paul Newman, Steve Squyres, Rob Manning, Dr. Elachi, Wayne Lee",United States,2019-11-12,2006,G,41 min,"Documentary, Family",Explore the surface of the red planet through the eyes of two NASA rovers.,2019.0,11.0,Netflix
s230,movie,wild hearts can't be broken,Steve Miner,"Gabrielle Anwar, Michael Schoeffling, Kathleen York, Dylan Kussman, Cliff Robertson, Frank Renzulli",United States,2021-05-07,1991,G,89 min,"Biographical, Drama","""A runaway is determined to become a death-defying horse """"diving girl.""""""",2021.0,5.0,Netflix
s451,movie,cradle of the gods,Tim Conrad,Tim Conrad,United Kingdom,2020-07-31,2012,TV-PG,45 min,"Documentary, Historical","Located on a hilltop sanctuary, G – bekli Tepe in Turkey is the world's first known temple.",2020.0,7.0,Netflix
s943,movie,high school musical 3: senior year,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",United States,2019-11-12,2008,G,121 min,"Coming of Age, Family, Musical","Troy, Gabriella and the rest of the East High kids take on senior year.",2019.0,11.0,Netflix
s1103,movie,national treasure: book of secrets,Jon Turteltaub,"Nicolas Cage, Jon Voight, Harvey Keitel, Ed Harris, Diane Kruger, Justin Bartha",United States,2019-11-12,2007,PG,125 min,"Action-Adventure, Mystery, Thriller",Ben Gates must kidnap the president to prove his ancestor's innocence.,2019.0,11.0,Netflix
s1151,movie,queen of katwe,Mira Nair,"David Oyelowo, Lupita Nyong'o, Madina Nalwanga, Martin Kabanza, Taryn Kyaze, Esther Tebandeke",United States,2019-11-12,2016,PG,125 min,"Biographical, Drama, Sports",A Ugandan girl’s life changes forever when she discovers she has an amazing talent for chess.,2019.0,11.0,Netflix
s387,movie,beverly hills chihuahua,Raja Gosnell,"Piper Perabo, Manolo Cardona, Jamie Curtis, Jose Yazpik, Maury Sterling, Jesus Ochoa","United States, Mexico",2020-10-16,2008,PG,95 min,"Action-Adventure, Comedy, Family","Papi has to rescue his true love, Chloe, when she gets lost in Mexico.",2020.0,10.0,Netflix
s632,movie,the lion king,Jon Favreau,"Donald Glover, Seth Rogen, Chiwetel Ejiofor, Alfre Woodard, Billy Eichner, John Kani","United States, United Kingdom, South Africa",2020-01-28,2019,PG,125 min,"Action-Adventure, Coming of Age, Drama",Disney’s The Lion King comes to life in a whole new way.,2020.0,1.0,Netflix
s659,movie,drain the bermuda triangle,Jobim Sampson,Russell Boulter,United States,2020-01-01,2014,TV-PG,45 min,Documentary,Explore the Bermuda Triangle by draining the water to see what lies beneath the surface.,2020.0,1.0,Netflix
s813,movie,diary of a wimpy kid,Thor Freudenthal,"Zachary Gordon, Robert Capron, Rachel Harris, Steve Zahn, Connor Fielding, Owen Fielding","United States, United Kingdom",2019-11-12,2010,PG,93 min,"Comedy, Family","Greg faces the scariest, most humiliating experience of any kid’s life: middle school.",2019.0,11.0,Netflix
s1093,movie,motocrossed,Steve Boyum,"Alana Austin, Riley Smith, Mary-Margaret Humes, Trever O'Brien, Timothy Carhart, Scott Terra",United States,2019-11-12,2001,TV-G,92 min,"Drama, Sports",Andi takes her brother's spot in a motocross race after he injures his leg.,2019.0,11.0,Netflix
s1123,movie,peter pan: return to never land,Robin Budd,"Harriet Owen, Blayne Weaver, Corey Burton, Jeff Bennett, Kath Soucie, Andrew McDonough","United States, Canada, Australia",2019-11-12,2002,G,77 min,"Action-Adventure, Animation, Family",Wendy's daughter Jane is whisked away to Never Land by Captain Hook.,2019.0,11.0,Netflix
s298,movie,flora & ulysses,Lena Khan,"Matilda Lawler, Alyson Hannigan, Ben Schwartz, Anna Deavere Smith, Danny Pudi, Benjamin Evan Ainsworth",United States,2021-02-19,2021,PG,95 min,"Comedy, Coming of Age, Drama",Comic book fan Flora saves a squirrel whose superhero powers bring hope and wonder to her family.,2021.0,2.0,Netflix
s321,movie,700 sharks,Luc Marescot,Paul Bandey,France,2021-01-01,2018,TV-PG,45 min,"Animals & Nature, Documentary",Follow an international team of scientists in Polynesia as they study a school of 700 sharks.,2021.0,1.0,Netflix
s494,movie,tarzan ii,Brian Smith,"Harrison Chad, George Carlin, Brad Garrett, Ron Perlman, Estelle Harris, Glenn Close",United States,2020-06-26,2005,G,75 min,"Action-Adventure, Animation, Coming of Age",Young Tarzan decides his ape family would be better off without him.,2020.0,6.0,Netflix
s590,movie,the boy who talked to badgers,Gary Nelson,"Carl Betz, Salome Jens, Christian Juttner, Robert Donner, Denver Pyle, Stuart Lee",United States,2020-04-03,1975,TV-PG,90 min,"Action-Adventure, Animals & Nature, Drama",A young farm boy relies on the help of a badger to survive the wilderness. See details for advisory.,2020.0,4.0,Netflix
s620,movie,marvel's iron man & hulk: heroes united,Leo Riley,"Adrian Pasdar, Fred Tatasciore, David Kaye, Dee Baker, Robin Downes",United States,2020-02-16,2013,PG,74 min,"Action-Adventure, Animation, Science Fiction",Avengers Iron Man and Hulk team up to fight an energy-devouring monster.,2020.0,2.0,Netflix
s748,movie,benji the hunted,Joe Camp,"Red Steagall, Frank Inn, Nancy Francis, Mike Francis, Joe Camp, Steve Zanolini",United States,2019-11-12,1987,G,89 min,"Action-Adventure, Animals & Nature, Family",Benji must navigate the wilderness while caring for orphaned cougar cubs.,2019.0,11.0,Netflix
s1114,movie,operation dumbo drop,Simon Wincer,"Danny Glover, Ray Liotta, Denis Leary, Doug Doug, Corin Nemec, Tcheky Karyo",United States,2019-11-12,1995,PG,109 min,"Action-Adventure, Animals & Nature, Comedy",Soldiers secretly transport an elephant across 200 miles of rugged terrain.,2019.0,11.0,Netflix
s1332,movie,the santa clause 2,Michael Lembeck,"Tim Allen, Judge Reinhold, Wendy Crewson, Elizabeth Mitchell, David Krumholtz, Eric Lloyd","United States, Canada",2019-11-12,2002,G,106 min,"Comedy, Family, Fantasy",Scott Calvin must get married by Christmas Eve or lose his title as Santa.,2019.0,11.0,Netflix
s56,movie,"mcfarland, usa",Niki Caro,"Kevin Costner, Maria Bello, Morgan Saylor, Martha Higareda, Michael Aguero, Sergio Avelar",United States,2021-10-29,2015,PG,131 min,"Drama, Sports",A coach guides underdogs past tremendous obstacles to become champions.,2021.0,10.0,Netflix
s226,movie,x-men: the last stand,Brett Ratner,"Hugh Jackman, Halle Berry, Ian McKellen, Famke Janssen, Anna Paquin, Kelsey Grammer","United States, United Kingdom, Canada",2021-05-14,2006,PG-13,105 min,"Action-Adventure, Family, Science Fiction","When Professor X clashes with Magneto, the battle lines are drawn for the war to end all wars.",2021.0,5.0,Netflix
s416,movie,christopher robin,Marc Forster,"Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss, Oliver Davies, Ronke Adekoluejo","United Kingdom, United States",2020-09-11,2018,PG,109 min,"Drama, Family, Fantasy",Pooh leaves the Hundred Acre Wood to help grown-up Christopher Robin.,2020.0,9.0,Netflix
s498,movie,egypt's treasure guardians,"Ben Allen, Tom Jenner",Dominic Frisby,United Kingdom,2020-06-19,2016,TV-PG,44 min,"Documentary, Historical","This programme follows a select cast of individuals, determined to bring Egypt back from the brink.",2020.0,6.0,Netflix
s1153,movie,ratatouille,Brad Bird,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn, Peter O'Toole",United States,2019-11-12,2007,G,111 min,"Animation, Comedy, Family",A determined young rat dreams of becoming a French chef.,2019.0,11.0,Netflix
s43,movie,alvin and the chipmunks: chipwrecked,Mike Mitchell,"Jason Lee, David Cross, Jenny Slate, Justin Long, Matthew Gray Gubler, Jesse McCartney",United States,2021-11-05,2011,G,87 min,"Comedy, Family, Music",The Chipmunks and Chipettes get stranded on a remote island – or so it would seem.,2021.0,11.0,Netflix
s807,movie,davy crockett and the river pirates,Norman Foster,"Fess Parker, Buddy Ebsen, Jeff York, Kenneth Tobey, Clem Bevans, Irvin Ashkenazy",United States,2019-11-12,1956,G,81 min,"Action-Adventure, Family, Historical",Davy Crockett encounters pirates en route to New Orleans. See details for advisory.,2019.0,11.0,Netflix
s860,movie,disneynature monkey kingdom,Mark Linfield,Tina Fey,United States,2019-11-12,2015,G,82 min,"Animals & Nature, Documentary, Family","Forced from their home among ancient ruins, a mother monkey must lead her son to safety.",2019.0,11.0,Netflix
s879,movie,empire of dreams: the story of the star wars trilogy,"Edith Becker, Kevin Burns","Robert Clotworthy, Walter Cronkite, Anthony Daniels, Warwick Davis, Carrie Fisher, Harrison Ford",United States,2019-11-12,2004,TV-14,151 min,Documentary,"Explore the creation of Star Wars, a saga few thought could ever be made.",2019.0,11.0,Netflix
s1232,movie,tangled before ever after,"Tom Caulfield, Stephen Sandoval","Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown, Julie Bowen, Laura Benanti",United States,2019-11-12,2017,TV-Y7,58 min,"Animation, Coming of Age, Fantasy",Rapunzel escapes for a night of freedom before her coronation.,2019.0,11.0,Netflix
s1250,movie,the art of skiing,Jack Kinney,John McLeish,United States,2019-11-12,1941,TV-G,8 min,"Animation, Comedy, Family",Goofy demonstrates the art of skiing. See details for advisory.,2019.0,11.0,Netflix
s399,movie,disneynature oceans,"Jacques Perrin, Jacques Cluzaud","Pierce Brosnan, Lancelot Perrin","France, Switzerland, Spain, United States, United Arab Emirates",2020-09-25,2010,G,84 min,"Animals & Nature, Documentary, Family",Journey into the depths of a wonderland filled with beauty and power.,2020.0,9.0,Netflix
s614,movie,viking warrior women,Stuart Strickson,Ella Al-Shamahi,United Kingdom,2020-02-28,2019,TV-PG,44 min,"Documentary, Historical",New discoveries challenge everything we thought we knew about Viking warriors.,2020.0,2.0,Netflix
s621,movie,because of winn-dixie,Wayne Wang,"Jeff Daniels, Cicely Tyson, Dave Matthews, Eva Saint, AnnaSophia Robb",United States,2020-02-14,2005,PG,107 min,"Comedy, Drama, Family","A heartwarming tale of a girl whose life is changed by a scruffy, fun-loving pooch named Winn-Dixie.",2020.0,2.0,Netflix
s784,movie,cars toon: mater the greater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,2019-11-12,2008,TV-Y7,5 min,"Animation, Comedy, Family",Mater the Greater is a famous daredevil.,2019.0,11.0,Netflix
s917,movie,going to the mat,Stuart Gillard,"Andrew Lawrence, Khleo Thomas, Alessandra Toreson, Billy Brown, Brenda Strong, Brian Wimmer",United States,2019-11-12,2004,TV-G,92 min,"Coming of Age, Sports","At a new school, Jace overcomes his blindness through a love of wrestling.",2019.0,11.0,Netflix
s1042,movie,marvel studios' captain america: the first avenger,Joe Johnston,"Chris Evans, Tommy Jones, Hugo Weaving, Hayley Atwell, Sebastian Stan, Dominic Cooper",United States,2019-11-12,2011,PG-13,126 min,"Action-Adventure, Science Fiction, Superhero",A top-secret research project turns Steve Rogers into Captain America.,2019.0,11.0,Netflix
s1257,movie,the black cauldron,"Ted Berman, Richard Rich","Grant Bardsley, Susan Sheridan, Freddie Jones, Nigel Hawthorne, Arthur Malet, John Byner","United States, United Kingdom",2019-11-12,1985,PG,82 min,"Action-Adventure, Animation, Coming of Age",A young pig keeper becomes an unlikely hero when he confronts an evil king.,2019.0,11.0,Netflix
s1081,movie,mighty joe young,Ron Underwood,"Bill Paxton, Charlize Theron, Rade Šerbedžija, Regina King, Peter Firth, Naveen Andrews",United States,2019-11-12,1998,PG,116 min,"Action-Adventure, Animals & Nature, Family","Taken to Hollywood to hide, a mighty gorilla is chased by a hunter.",2019.0,11.0,Netflix
s1186,movie,secrets of life,James Algar,Winston Hibler,United States,2019-11-12,1956,TV-PG,70 min,"Animals & Nature, Documentary, Family",Discover Mother Nature’s secrets with a look at our ever-evolving planet.,2019.0,11.0,Netflix
s1293,movie,the jungle book 2,Steve Trenbirth,"John Goodman, Haley Osment, Mae Whitman, Connor Funk, Bob Joles, Tony Jay","United States, Australia",2019-11-12,2003,G,77 min,"Action-Adventure, Animation, Kids",Mowgli must decide whether to live in the village or return to the jungle.,2019.0,11.0,Netflix
s365,movie,home alone,Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard, Roberts Blossom, Catherine O'Hara",United States,2020-11-13,1990,PG,103 min,"Comedy, Family","When Kevin is home while his family goes on a Christmas trip, he must defend his home from burglars.",2020.0,11.0,Netflix
s667,movie,marvel 75 years: from pulp to pop!,Zak Knutson,"Laura Shields, Stan Lee, Alan Fine, Nicole Perlman, Jimmy Kimmel, Gerry Conway",United States,2020-01-01,2014,TV-PG,42 min,"Documentary, Family",See how Marvel became the top super hero storyteller in special interviews.,2020.0,1.0,Netflix
s795,movie,cinderella iii: a twist in time,Frank Nissen,"Jennifer Hale, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka",United States,2019-11-12,2007,G,79 min,"Animation, Fantasy, Kids",Cinderella's stepmother steals a magic wand and turns back time.,2019.0,11.0,Netflix
s867,movie,doug's 1st movie,Maurice Joyce,"Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman, Frank Welker, Doug Preis",United States,2019-11-12,1999,G,80 min,"Animation, Comedy, Family","""Doug and his friends discover the """"monster"""" of Lucky Duck Lake.""",2019.0,11.0,Netflix
s1194,movie,sister act,Emile Ardolino,"Whoopi Goldberg, Maggie Smith, Harvey Keitel, Bill Nunn, Mary Wickes, Kathy Najimy",United States,2019-11-12,1992,PG,101 min,"Comedy, Crime, Family",A low-rent lounge singer is forced to hide out from the mob in a convent.,2019.0,11.0,Netflix
s472,movie,the mouseketeers at walt disney world,John Tracy,"Jo Worley, Ronnie Schell, Dennis Underwood, Leslie Norris, Billy Attmore, Scott Craig",United States,2020-07-17,1977,TV-PG,56 min,"Coming of Age, Drama, Family",The Mouseketeers arrive to perform at Walt Disney World. See details for advisory.,2020.0,7.0,Netflix
s762,movie,brave little toaster to the rescue,Robert Ramirez,"Deanna Oliver, Tim Stack, Jon Lovitz, Thurl Ravenscroft, Phil Hartman, Jay Mohr",United States,2019-11-12,1999,TV-G,75 min,"Action-Adventure, Animation",The gang tries to save their animal pals from being sent to a testing lab.,2019.0,11.0,Netflix
s1246,movie,the african lion,James Algar,Winston Hibler,United States,2019-11-12,1955,G,72 min,"Animals & Nature, Documentary, Family",Two wildlife experts spend years studying the majestic African lion.,2019.0,11.0,Netflix
s1265,movie,the cheetah girls 2,Kenny Ortega,"Raven-Symoné , Adrienne Bailon, Sabrina Bryan, Kiely Williams, Belinda Peregrin, Lori Alter",United States,2019-11-12,2006,TV-G,98 min,"Coming of Age, Drama, Music",The Cheetahs go to Barcelona to perform in a music festival.,2019.0,11.0,Netflix
s854,movie,disneyland around the seasons (walt disney's wonderful world of color: 1961-69),Hamilton Luske,Walt Disney,United States,2019-11-12,1966,TV-PG,51 min,"Documentary, Family, Variety",Walt Disney talks about Disneyland in 1966. See details for advisory.,2019.0,11.0,Netflix
s1242,movie,the adventures of bullwhip griffin,James Neilson,"Roddy McDowall, Suzanne Pleshette, Karl Malden, Harry Guardino, Richard Haydn, Hermione Baddeley",United States,2019-11-12,1967,TV-PG,111 min,"Action-Adventure, Comedy, Family",A boy joins the California gold rush with his trusty butler on his tail. See details for advisory.,2019.0,11.0,Netflix
s1396,movie,twitches too,Stuart Gillard,"Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Pat Kelly, Leslie Seiler",United States,2019-11-12,2007,TV-PG,84 min,"Comedy, Fantasy","When a new evil threat arrives, it's up to the twitches to save Coventry.",2019.0,11.0,Netflix
s125,movie,underdog,Frederik Du Chau,"Jason Lee, Amy Adams, Jim Belushi, Peter Dinklage, Patrick Warburton, Alex Neuberger",United States,2021-08-27,2007,PG,85 min,"Action-Adventure, Family, Parody",A super-powered beagle tries to save Capital City from a mad scientist.,2021.0,8.0,Netflix
s188,movie,adventures in babysitting,Chris Columbus,"Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp, Calvin Levels, Vincent Phillip D'Onofrio",United States,2021-06-25,1987,TV-PG,102 min,"Action-Adventure, Comedy, Coming of Age",A seemingly quiet night turns into a wild expedition for a teen babysitter.,2021.0,6.0,Netflix
s205,movie,raya and the last dragon,"Don Hall, Carlos López Estrada","Kelly Marie Tran, Awkwafina , Izaac Wang, Gemma Chan, Daniel Dae Kim, Benedict Wong",United States,2021-06-04,2021,PG,112 min,"Action-Adventure, Animation, Family","When evil threatens Kumandra, Raya must find the last dragon to save it.",2021.0,6.0,Netflix
s336,movie,"miraculous world: new york, united heroez",Thomas Astruc,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Carrie Keranen, Selah Victor, Sabrina Weisz","United Kingdom, United States, France",2020-12-18,2020,TV-Y7-FV,60 min,"Action-Adventure, Animation, Fantasy",Marinette’s class is headed to New York!,2020.0,12.0,Netflix
s1079,movie,mickey's trailer,Ben Sharpsteen,"Clarence Nash, Pinto Colvig, Walt Disney",United States,2019-11-12,1938,TV-PG,8 min,"Animation, Comedy, Family","Mickey, Donald and Goofy are on an adventurous car trip. See details for advisory.",2019.0,11.0,Netflix
s1171,movie,rogue one: a star wars story,Gareth Edwards,"Felicity Jones, Diego Luna, Ben Mendelsohn, Donnie Yen, Mads Mikkelsen, Alan Tudyk",United States,2019-11-12,2016,PG-13,134 min,"Action-Adventure, Science Fiction",Unlikely heroes band together to steal the plans to the Death Star.,2019.0,11.0,Netflix
s1363,movie,three little pigs,Burt Gillett,"Billy Bletcher, Pinto Colvig, Dorothy Compton, Mary Moder",United States,2019-11-12,1933,TV-Y7,9 min,"Animation, Family, Kids",A Disney telling of the Three Little Pigs. See details for advisory.,2019.0,11.0,Netflix
s876,movie,eight below,Frank Marshall,"Paul Walker, Bruce Greenwood, Moon Bloodgood, Wendy Crewson, Gerard Plunkett, August Schellenberg",United States,2019-11-12,2006,PG,122 min,"Action-Adventure, Animals & Nature, Drama",An Antarctic storm threatens eight sled dogs alone in the wilderness.,2019.0,11.0,Netflix
