show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,platform
s1027,movie,luck of the irish,Paul Hoen,"Paul Kiernan, Timothy Omundson, Ryan Merriman, Glenndon Chatman, Henry Gibson, Marita Geraghty",United States,2019-11-12,2001,TV-G,86 min,"Comedy, Coming of Age, Fantasy","When his lucky charm is stolen, Kyle learns that he is part leprechaun.",2019.0,11.0,Disney
s1110,movie,oliver & company,George Scribner,"Joey Lawrence, Billy Joel, Cheech Marin, Richard Mulligan, Roscoe Browne, Sheryl Ralph",United States,2019-11-12,1988,G,76 min,"Action-Adventure, Animation, Musical",A feisty young cat explores New York in this animated spin on Oliver Twist.,2019.0,11.0,Disney
s1357,movie,the wise little hen,Wilfred Jackson,"Clarence Nash, Florence Gill",United States,2019-11-12,1934,TV-G,8 min,"Animation, Family, Kids",Donald Duck learns that you must work for a harvest. See details for advisory.,2019.0,11.0,Disney
s563,movie,a celebration of the music from coco,Ron de Moraes,"Benjamin Bratt, Eva Longoria, Carlos Rivera, Natalia Jiménez, Alanna Ubach, Jaime Camil",United States,2020-04-10,2020,TV-PG,48 min,"Concert Film, Music, Musical",“Coco” is brought to life on stage with musical performances at the historic Hollywood Bowl.,2020.0,4.0,Disney
s1045,movie,marvel studios' doctor strange,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Michael Stuhlbarg, Benjamin Bratt",United States,2019-11-12,2016,PG-13,116 min,"Action-Adventure, Fantasy, Superhero",A famous surgeon battles unseen forces bent on destroying our reality.,2019.0,11.0,Disney
s1190,movie,sharpay's fabulous adventure,Michael Lembeck,"Ashley Tisdale, Austin Butler, Cameron Goodman, Bradley Perry, Alec Mapa, Jack Plotnick",United States,2019-11-12,2011,TV-G,92 min,"Comedy, Coming of Age, Music",Aspiring diva Sharpay leaves suburbia and hits Broadway…and hits it hard.,2019.0,11.0,Disney
s34,movie,tangled ever after,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Alan Dale, Paul F. Tompkins, Kari Wahlgren, Mark Allen Stewart",United States,2021-11-12,2012,G,9 min,"Animation, Family",It's up to Max and Pascal to save the royal wedding.,2021.0,11.0,Disney
s530,movie,maleficent: mistress of evil,Joachim Rønning,"Angelina Jolie, Elle Fanning, Chiwetel Ejiofor, Sam Riley, Harris Dickinson, Ed Skrein","United States, United Kingdom, Canada",2020-05-15,2019,PG,121 min,"Action-Adventure, Family, Fantasy",The story of Disney's most iconic villain continues.,2020.0,5.0,Disney
s240,movie,oklahoma!,Fred Zinnemann,"Gordon MacRae, Gloria Grahame, Gene Nelson",United States,2021-04-30,1956,TV-PG,148 min,"Musical, Romance, Western",Two young cowboys vie with a ranch hand and peddler for the hearts of the women they love.,2021.0,4.0,Disney
s241,movie,baby's day out,Patrick Read Johnson,"Joe Mantegna, Lara Flynn Boyle, Joe Pantoliano, Brian Haley, Cynthia Nixon, Fred Dalton Thompson",United States,2021-04-23,1994,PG,99 min,"Action-Adventure, Comedy, Crime",Three bumbling kidnappers attempt to nab the baby of a rich couple.,2021.0,4.0,Disney
s257,movie,squanto: a warrior's tale,Xavier Koller,"Adam Beach, Eric Schweig, Michael Gambon, Nathaniel Parker, Alex Norton, Sheldon Peters Wolfchild","United States, Canada",2021-04-09,1994,PG,102 min,"Action-Adventure, Biographical, Drama",A vivid true story of one man's unquenchable thirst for independence.,2021.0,4.0,Disney
s526,movie,out,Steven Hunter,"Bernadette Sullivan, Kyle McDaniel, Caleb Cabrera, Matthew Martin",United States,2020-05-22,2020,PG,12 min,"Animation, Family, Fantasy","On an average day, Greg's life seems ordinary. But today is different - there’s magic in the air.",2020.0,5.0,Disney
s874,movie,easter island unsolved,Geoff Luck,Peter Demeo,United States,2019-11-12,2018,TV-14,45 min,"Documentary, Historical","Easter Island is a riddle, and its mysterious past may hold clues to its future.",2019.0,11.0,Disney
s885,movie,fantasia 2000,"Pixote Hunt, Hendel Butoy, Eric Goldberg","Steve Martin, Itzhak Perlman, Quincy Jones, Bette Midler, James Jones, Penn Teller",United States,2019-11-12,2000,G,76 min,"Animation, Family, Fantasy",A modern update of the Disney classic with new music and animation.,2019.0,11.0,Disney
s1011,movie,lego star wars: the new yoda chronicles – escape from the jedi temple,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Sam Vincent, Kelly Metzger",United States,2019-11-12,2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",Yoda and Obi-Wan recall freeing the Holocrons from the Temple.,2019.0,11.0,Disney
s1349,movie,the three musketeers,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Tim Curry, Rebecca De Mornay","Austria, United Kingdom, United States",2019-11-12,1993,PG,106 min,"Action-Adventure, Comedy, Family",Three loyal swordsmen and an eager recruit unite to protect the King.,2019.0,11.0,Disney
s1039,movie,marvel studios' avengers: age of ultron,Joss Whedon,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Jeremy Renner",United States,2019-11-12,2015,PG-13,143 min,"Action-Adventure, Science Fiction, Superhero",Tony Stark unwittingly creates an A.I. monster bent on destroying mankind.,2019.0,11.0,Disney
s1365,movie,three men and a baby,Leonard Nimoy,"Tom Selleck, Steve Guttenberg, Ted Danson, Margaret Colin, Celeste Holm, Nancy Travis","United States, France",2019-11-12,1987,PG,103 min,"Buddy, Comedy","Handsome men trade wine, women and song for crib, pacifier and diaper.",2019.0,11.0,Disney
s421,movie,alice through the looking glass,James Bobin,"Johnny Depp, Anne Hathaway, Mia Wasikowska, Matt Lucas, Rhys Ifans, Helena Carter","United States, United Kingdom",2020-08-28,2016,PG,115 min,"Action-Adventure, Fantasy",Alice returns to Underland to save the Mad Hatter in a race against time.,2020.0,8.0,Disney
s726,movie,america's heart & soul,Louie Schwartzberg,"George Woodard, Charles Jimmie Sr., The Brothers, Frank Pino, Dave Pino, John Yacobellis",United States,2019-11-12,2004,PG,88 min,"Documentary, Family",Journey across the U.S. to meet ordinary people living extraordinary lives.,2019.0,11.0,Disney
s1107,movie,now you see it,Duwayne Dunham,"Alyson Michalka, Johnny Pacar, Frank Langella, Brendan Hill, Chris Olivero, Gabriel Sunday",United States,2019-11-12,2005,TV-G,89 min,"Coming of Age, Fantasy",An aspiring TV producer searches for the world's greatest kid magician.,2019.0,11.0,Disney
s1217,movie,star wars: the empire strikes back (episode v),Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, David Prowse",United States,2019-11-12,1980,PG,127 min,"Action-Adventure, Science Fiction",Luke Skywalker trains as a Jedi and confronts Darth Vader.,2019.0,11.0,Disney
s1439,movie,those calloways,Norman Tokar,"Brian Keith, Vera Miles, Brandon de Wilde, Walter Brennan, Ed Wynn, Linda Evans",United States,2019-10-01,1965,PG,132 min,"Animals & Nature, Drama, Family",A strong-willed family struggles to establish a wild geese sanctuary. See details for advisory.,2019.0,10.0,Disney
s884,movie,fantasia,"Samuel Armstrong, James Algar, Bill Roberts","Deems Taylor, Walt Disney, Leopold Stokowski",United States,2019-11-12,1940,G,126 min,"Animation, Family, Fantasy",Walt Disney's timeless masterpiece is an extravaganza of sight and sound. See details for advisory.,2019.0,11.0,Disney
s1216,movie,star wars: revenge of the sith (episode iii),George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Frank Oz, Jimmy Smits",United States,2019-11-12,2005,PG-13,140 min,"Action-Adventure, Science Fiction","As the Republic falls, Anakin Skywalker becomes the evil Darth Vader.",2019.0,11.0,Disney
s889,movie,finding dory,"Andrew Stanton, Angus MacLane","Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson, Hayden Rolence, Ty Burrell",United States,2019-11-12,2016,PG,98 min,"Action-Adventure, Animation, Comedy",Dory sets off on a life-changing adventure to find her family.,2019.0,11.0,Disney
s1092,movie,"monsters, inc.",Pete Docter,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly",United States,2019-11-12,2001,G,93 min,"Animation, Buddy, Comedy",A little girl named Boo wanders into the world of monsters.,2019.0,11.0,Disney
s1291,movie,the incredibles,Brad Bird,"Craig Nelson, Holly Hunter, Samuel Jackson, Jason Lee, Dominique Louis, Teddy Newton",United States,2019-11-12,2004,PG,116 min,"Action-Adventure, Animation, Family","A family of Supers, forced to adopt civilian lives, returns to action.",2019.0,11.0,Disney
s1411,movie,winnie the pooh: springtime with roo,"Elliot Bour, Saul Blinkoff","Jim Cummings, Ken Sansom, Jimmy Bennett, David Stiers, Kath Soucie, John Fiedler",United States,2019-11-12,2004,G,70 min,"Animation, Kids, Musical",Rabbit forces the others to hold off on fun until spring cleaning is done.,2019.0,11.0,Disney
s651,movie,cars toon: rescue squad mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson, Bret Parker, Peter Sohn, Bob Peterson, Bob Scott",United States,2020-01-01,2010,TV-Y7,3 min,"Animation, Comedy, Family",Mater is a fire truck that rescues McQueen from a fire,2020.0,1.0,Disney
s681,movie,togo,Ericson Core,"Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl, Richard Dormer, Michael Greyeyes, Michael McElhatton",United States,2019-12-20,2019,PG,117 min,"Action-Adventure, Animals & Nature, Family",An exhilarating and uplifting adventure set in the winter of 1925 of one man and his lead sled dog.,2019.0,12.0,Disney
s712,movie,12 dates of christmas,James Hayman,"Amy Smart, Mark-Paul Gosselaar, Peter MacNeil, Mary Long, Jayne Eastwood, Laura Miyata",United States,2019-11-12,2011,TV-PG,88 min,"Comedy, Family, Fantasy","Setup on a Christmas Eve date, a woman must relive the date over and over.",2019.0,11.0,Disney
s1422,movie,you wish!,Paul Hoen,"A.J. Trauth, Spencer Breslin, Lalaine , Sally Stockwell, Peter Feeney, Tim Reid","New Zealand, United States",2019-11-12,2003,TV-G,88 min,"Coming of Age, Drama, Fantasy",Alex uses a magical coin to wish he didn't have a younger brother.,2019.0,11.0,Disney
s570,movie,disneynature penguins,"Alastair Fothergill, Jeff Wilson",Ed Helms,United States,2020-04-03,2019,G,77 min,"Animals & Nature, Documentary, Family",Steve the penguin embarks on an epic quest to find love and start a family.,2020.0,4.0,Disney
s641,movie,destino,Monfery Dominique,Dora Luz,"France, United States",2020-01-10,2003,PG,6 min,"Animation, Family, Romance",A collaboration begun in 1945 by Salvador Dalí and Walt Disney.,2020.0,1.0,Disney
s1204,movie,society dog show,Bill Roberts,"Pinto Colvig, Walt Disney",United States,2019-11-12,1939,TV-G,9 min,"Animation, Comedy, Family","Pluto is out of place at a dog show, but he proves to be a hero. See details for advisory.",2019.0,11.0,Disney
s1308,movie,the mistle-tones,Paul Hoen,"Tia Mowry, Jonathan Moore, Andy Gala, Megan Duffy, Jason Rogel, Tammy Townsend",United States,2019-11-12,2012,TV-PG,87 min,"Drama, Music",Holly forms a Christmas singing group to compete with a harsh rival.,2019.0,11.0,Disney
s1386,movie,treasure island,Byron Haskin,"Bobby Driscoll, Robert Newton, Basil Sydney, Walter Fitzgerald, Denis O'Dea, Finlay Currie","United Kingdom, United States",2019-11-12,1950,PG,96 min,"Action-Adventure, Family",The classic tale of a young boy's search for buried treasure.,2019.0,11.0,Disney
s200,movie,the pacifier,Adam Shankman,"Vin Diesel, Lauren Graham, Faith Ford, Brittany Snow, Max Thieriot, Chris Potter","Canada, United States",2021-06-11,2005,PG,97 min,"Action-Adventure, Comedy, Spy/Espionage",A Navy SEAL gets his toughest mission yet: Babysitting.,2021.0,6.0,Disney
s568,movie,a tale of two critters,Jack Speirs,Mayf Nutter,United States,2020-04-03,1977,G,48 min,"Animals & Nature, Family",A bear cub and a raccoon become fast friends. See details for advisory.,2020.0,4.0,Disney
s352,movie,"alexander and the terrible, horrible, no good, very bad day",Miguel Arteta,"Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette, Kerris Dorsey, Jennifer Coolidge",United States,2020-11-27,2014,PG,83 min,"Comedy, Coming of Age, Family",It's one calamity after another during the worst day of Alexander's life.,2020.0,11.0,Disney
s605,movie,frozen 2,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Sterling Brown, Evan Wood",United States,2020-03-14,2019,PG,107 min,"Action-Adventure, Animation, Family",Elsa journeys into the unknown to uncover truths about the past.,2020.0,3.0,Disney
s1029,movie,magician mickey,David Hand,"Pinto Colvig, Walt Disney, Clarence Nash",United States,2019-11-12,1937,TV-PG,8 min,"Animation, Comedy, Family",Donald continually heckles Mickey's magic act. See details for advisory.,2019.0,11.0,Disney
s1133,movie,pirates of the caribbean: dead man's chest,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy, Jack Davenport",United States,2019-11-12,2006,PG-13,152 min,"Action-Adventure, Fantasy","""Captain Jack Sparrow must seize the """"Dead Man's Chest"""" to cheat death.""",2019.0,11.0,Disney
s1243,movie,the adventures of huck finn,Stephen Sommers,"Elijah Wood, Courtney Vance, Robbie Coltrane, Jason Robards, Ron Perlman, Dana Ivey",United States,2019-11-12,1993,PG,108 min,"Action-Adventure, Coming of Age, Drama",Huck and a runaway slave brave the Mississippi River in search of freedom.,2019.0,11.0,Disney
s1397,movie,unidentified flying oddball,Russ Mayberry,"Dennis Dugan, Jim Dale, Ron Moody, Kenneth More, John Le Mesurier, Rodney Bewes",United States,2019-11-12,1979,G,93 min,"Action-Adventure, Comedy, Family",An astronaut and his robot accidentally travel in time to medieval England.,2019.0,11.0,Disney
s51,movie,x-men: first class,Matthew Vaughn,"James McAvoy, Michael Fassbender, Rose Byrne, Jennifer Lawrence, January Jones, Nicholas Hoult","United States, United Kingdom",2021-11-05,2011,PG-13,132 min,"Action-Adventure, Science Fiction, Superhero","Following the classic mythology, X-Men: First Class charts the epic beginning of the X-Men saga.",2021.0,11.0,Disney
s548,movie,the princess bride,Rob Reiner,"Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, Andre the Giant","United Kingdom, United States",2020-05-01,1987,PG,99 min,"Action-Adventure, Comedy, Family",A man regales his ailing grandson with a tale of romance and adventure in a lighthearted fairy tale.,2020.0,5.0,Disney
s871,movie,dumbo,Tim Burton,"Colin Farrell, Michael Keaton, Danny DeVito, Eva Green, Alan Arkin, Nico Parker","United States, United Kingdom, Australia, Canada",2019-11-12,2019,PG,117 min,"Action-Adventure, Family, Fantasy",A flying elephant helps show that differences and family can be cherished.,2019.0,11.0,Disney
s1307,movie,the million dollar duck,Vincent McEveety,"Dean Jones, Sandy Duncan, Joe Flynn, Tony Roberts, James Gregory, Lee Montgomery",United States,2019-11-12,1971,G,93 min,"Comedy, Family",A research scientist discovers his lab duck now lays golden eggs.,2019.0,11.0,Disney
s1450,movie,captain sparky vs. the flying saucers,Mark Waring,Charlie Tahan,United States,2020-04-01,2012,TV-G,2 min,"Action-Adventure, Animals & Nature, Animation",View one of Sparky's favorite home movies.,2020.0,4.0,Disney
s721,movie,aladdin: the return of jafar,"Toby Shelton, Tad Stones, Alan Zaslove","Jason Alexander, Jeff Bennett, Val Bettin, Liz Callaway, Dan Castellaneta, Jim Cummings",United States,2019-11-12,1994,G,71 min,"Action-Adventure, Animation, Family",Aladdin and his friends defend Agrabah from Jafar's malice.,2019.0,11.0,Disney
s950,movie,horse sense,Greg Beeman,"Joey Lawrence, Andy Lawrence, Susan Walters, M.C. Gainey, Leann Hunley, Robin Thomas",United States,2019-11-12,1999,TV-G,92 min,"Coming of Age, Drama",Spoiled Michael spends a summer at his cousin Tommy's Montana ranch.,2019.0,11.0,Disney
s1436,movie,the cat from outer space,Norman Tokar,"Ken Berry, Sandy Duncan, Harry Morgan, Roddy McDowall, McLean Stevenson, Jesse White",United States,2019-10-01,1978,G,104 min,"Comedy, Family, Science Fiction",A physicist tries to help an alien cat after it crash-lands on Earth.,2019.0,10.0,Disney
s1046,movie,marvel studios' guardians of the galaxy,James Gunn,"Chris Pratt, Zoë Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace",United States,2019-11-12,2014,PG-13,122 min,"Action-Adventure, Comedy, Science Fiction",A group of misfit heroes become the object of an unrelenting bounty hunt.,2019.0,11.0,Disney
s1051,movie,marvel studios' the avengers,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner",United States,2019-11-12,2012,PG-13,145 min,"Action-Adventure, Fantasy, Science Fiction",Nick Fury recruits a team of heroes to battle an unexpected enemy.,2019.0,11.0,Disney
s353,movie,black beauty,Ashley Avis,"Mackenzie Foy, Kate Winslet, Iain Glen, Calam Lynch, Claire Forlani, Fern Deacon",United States,2020-11-27,2020,TV-PG,111 min,"Animals & Nature, Coming of Age, Drama",A wild horse and a teenage girl forge an unbreakable bond which keeps them connected for a lifetime.,2020.0,11.0,Disney
